EuskadiUpperLeft,43.55052,-3.587238
EuskadiLowerRight,41.969329,-0.776442
Aulesti,43.29714,-2.561289
Gernika,43.315181,-2.677415
Ispaster,43.362845,-2.543693
Baigorri,43.174713,-1.347309
Bilbo,43.261189,-2.933348
