WestUSUpperLeft,50,-125.819494,49.190397
WestUSLowerRight,31.007725,-102.84021,
Boise,43.6184524401489,-116.206237750055,
Salt Lake,40.7766302152064,-111.892785130193,
Battle Mountain,40.6425060736319,-116.934672162374,
Reno,39.5389034361712,-119.787681736057,
